Марка;Модель;Годы;Экран;Магнитола;Цена магнитолы;Рамка;Артикул рамки;Цена рамки;Проводка;Цена проводки;Итого;Статус;Вариантов рамок;Вариантов проводки;Рамок с фото
Citroen;C5;2007–2017;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Citroen C5 2007 - 2017 10 дюймов;CI 036T;1609;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;21209;ок;1;2;0
Citroen;C5 Aircross;2017–2022;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Citroen C5 Aircross 2017 - 2022 9 дюймов;CI 029N;1518;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;21018;ок;1;1;0
Citroen;Jumper;2006–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Citroen Jumper, Peugeot Boxer, Fiat Ducato 2006+ 9 дюймов;FI 045N;1168;Переходник Андроид магнитолы для Peugeot Boxer 2 2006-2022, Citroen Jumper 2 2006-2022;1835;20003;ок;1;2;0
Citroen;Jumpy;2007–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Peugeot Expert, Citroen Jumpy 2007-2016 9 дюймов;PE 048N;2471;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;21971;ок;1;2;0
Citroen;Jumpy;2016–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Citroen Spacetourer, Jumpy 2016+ , Peugeot Traveller 9 дюймов;CI 017N;1522;Переходник Андроид магнитолы для Citroen Spacetourer, Jumpy 2016+;2400;20922;ок;1;2;0
Citroen;Spacetourer;2016–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Citroen Spacetourer, Jumpy 2016+ , Peugeot Traveller 9 дюймов;CI 017N;1522;Переходник Андроид магнитолы для Citroen Spacetourer, Jumpy 2016+;2400;20922;ок;1;2;0
Daihatsu;Rocky;2019–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Raize, Daihatsu Rocky 2019+ 10 дюймов тип 4;TO 525T;897;Переходник Андроид магнитолы для Toyota Raize, Daihatsu Rocky 2019+ (без CAN);769;18766;ок;4;2;0
Daihatsu;Rocky;2019–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Raize, Daihatsu Rocky 2019+ для 12,3 дюйма магнитолы тип 5 (для замены 200*100 мм);K48 PA1+K328;2702;Переходник Андроид магнитолы для Toyota Raize, Daihatsu Rocky 2019+ (без CAN);769;29871;ок;1;2;0
Daihatsu;Tanto;2019–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Daihatsu Tanto 2019+ 9 дюймов;DH 009N;2061;Переходник Андроид магнитолы для Toyota Raize, Daihatsu Rocky 2019+;2167;21328;ок;1;1;0
Dodge;330;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;440;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;A100;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Aries;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Aspen;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Avenger;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;B-Series (B100;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;B150;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;B250;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;B350);2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Caliber;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Caliber;2006–2009;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Dodge Caliber 2006 - 2009 10 дюймов;DO 009T;1842;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;23930;ок;1;1;0
Dodge;Caravan;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Challenger;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Charger;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Charger Daytona;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Coronet;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Custom 880;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Custom Royal;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;D-Series (D100;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;D150;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;D250;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;D350);2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Dakota;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Dart;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Diplomat;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Durango;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Grand Caravan;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Hornet;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Intrepid;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Journey;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Lancer;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Magnum;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
Dodge;Mirada;2004–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Chrysler, Dodge, Jeep 2004 - 2017 для 12,3 дюйма магнитолы;050B;2330;Переходник Андроид магнитолы для Chrysler, Dodge, Jeep 1999-2007;4988;33718;ок;1;1;0
